yearm,var_code,area_code,var_stub,data_survey,seas,measure,value,area_label,data_survey_label,data_survey_type,data_survey_type_label,hover_label
Jun 2016,US_N_CES_SA,US,N,CES,SA,lvl,144150,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2016</b>, United States, <b>CES SA</b><br>144 150.0"
Jun 2016,US_N_CES_SA,US,N,CES,SA,dmm,258,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2016</b>, United States, <b>CES SA</b><br>258.0"
Jul 2016,US_N_CES_SA,US,N,CES,SA,lvl,144521,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2016</b>, United States, <b>CES SA</b><br>144 521.0"
Jul 2016,US_N_CES_SA,US,N,CES,SA,dmm,371,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2016</b>, United States, <b>CES SA</b><br>371.0"
Aug 2016,US_N_CES_SA,US,N,CES,SA,lvl,144664,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2016</b>, United States, <b>CES SA</b><br>144 664.0"
Aug 2016,US_N_CES_SA,US,N,CES,SA,dmm,143,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2016</b>, United States, <b>CES SA</b><br>143.0"
Sep 2016,US_N_CES_SA,US,N,CES,SA,lvl,144953,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2016</b>, United States, <b>CES SA</b><br>144 953.0"
Sep 2016,US_N_CES_SA,US,N,CES,SA,dmm,289,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2016</b>, United States, <b>CES SA</b><br>289.0"
Oct 2016,US_N_CES_SA,US,N,CES,SA,lvl,145071,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2016</b>, United States, <b>CES SA</b><br>145 071.0"
Oct 2016,US_N_CES_SA,US,N,CES,SA,dmm,118,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2016</b>, United States, <b>CES SA</b><br>118.0"
Nov 2016,US_N_CES_SA,US,N,CES,SA,lvl,145201,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2016</b>, United States, <b>CES SA</b><br>145 201.0"
Nov 2016,US_N_CES_SA,US,N,CES,SA,dmm,130,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2016</b>, United States, <b>CES SA</b><br>130.0"
Dec 2016,US_N_CES_SA,US,N,CES,SA,lvl,145415,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2016</b>, United States, <b>CES SA</b><br>145 415.0"
Dec 2016,US_N_CES_SA,US,N,CES,SA,dmm,214,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2016</b>, United States, <b>CES SA</b><br>214.0"
Jan 2017,US_N_CES_SA,US,N,CES,SA,lvl,145628,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2017</b>, United States, <b>CES SA</b><br>145 628.0"
Jan 2017,US_N_CES_SA,US,N,CES,SA,dmm,213,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2017</b>, United States, <b>CES SA</b><br>213.0"
Feb 2017,US_N_CES_SA,US,N,CES,SA,lvl,145818,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2017</b>, United States, <b>CES SA</b><br>145 818.0"
Feb 2017,US_N_CES_SA,US,N,CES,SA,dmm,190,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2017</b>, United States, <b>CES SA</b><br>190.0"
Mar 2017,US_N_CES_SA,US,N,CES,SA,lvl,145960,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2017</b>, United States, <b>CES SA</b><br>145 960.0"
Mar 2017,US_N_CES_SA,US,N,CES,SA,dmm,142,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2017</b>, United States, <b>CES SA</b><br>142.0"
Apr 2017,US_N_CES_SA,US,N,CES,SA,lvl,146165,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2017</b>, United States, <b>CES SA</b><br>146 165.0"
Apr 2017,US_N_CES_SA,US,N,CES,SA,dmm,205,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2017</b>, United States, <b>CES SA</b><br>205.0"
May 2017,US_N_CES_SA,US,N,CES,SA,lvl,146388,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2017</b>, United States, <b>CES SA</b><br>146 388.0"
May 2017,US_N_CES_SA,US,N,CES,SA,dmm,223,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2017</b>, United States, <b>CES SA</b><br>223.0"
Jun 2017,US_N_CES_SA,US,N,CES,SA,lvl,146585,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2017</b>, United States, <b>CES SA</b><br>146 585.0"
Jun 2017,US_N_CES_SA,US,N,CES,SA,dmm,197,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2017</b>, United States, <b>CES SA</b><br>197.0"
Jul 2017,US_N_CES_SA,US,N,CES,SA,lvl,146768,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2017</b>, United States, <b>CES SA</b><br>146 768.0"
Jul 2017,US_N_CES_SA,US,N,CES,SA,dmm,183,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2017</b>, United States, <b>CES SA</b><br>183.0"
Aug 2017,US_N_CES_SA,US,N,CES,SA,lvl,146913,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2017</b>, United States, <b>CES SA</b><br>146 913.0"
Aug 2017,US_N_CES_SA,US,N,CES,SA,dmm,145,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2017</b>, United States, <b>CES SA</b><br>145.0"
Sep 2017,US_N_CES_SA,US,N,CES,SA,lvl,147012,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2017</b>, United States, <b>CES SA</b><br>147 012.0"
Sep 2017,US_N_CES_SA,US,N,CES,SA,dmm,99,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2017</b>, United States, <b>CES SA</b><br>99.0"
Oct 2017,US_N_CES_SA,US,N,CES,SA,lvl,147153,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2017</b>, United States, <b>CES SA</b><br>147 153.0"
Oct 2017,US_N_CES_SA,US,N,CES,SA,dmm,141,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2017</b>, United States, <b>CES SA</b><br>141.0"
Nov 2017,US_N_CES_SA,US,N,CES,SA,lvl,147353,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2017</b>, United States, <b>CES SA</b><br>147 353.0"
Nov 2017,US_N_CES_SA,US,N,CES,SA,dmm,200,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2017</b>, United States, <b>CES SA</b><br>200.0"
Dec 2017,US_N_CES_SA,US,N,CES,SA,lvl,147529,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2017</b>, United States, <b>CES SA</b><br>147 529.0"
Dec 2017,US_N_CES_SA,US,N,CES,SA,dmm,176,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2017</b>, United States, <b>CES SA</b><br>176.0"
Jan 2018,US_N_CES_SA,US,N,CES,SA,lvl,147662,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2018</b>, United States, <b>CES SA</b><br>147 662.0"
Jan 2018,US_N_CES_SA,US,N,CES,SA,dmm,133,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2018</b>, United States, <b>CES SA</b><br>133.0"
Feb 2018,US_N_CES_SA,US,N,CES,SA,lvl,148064,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2018</b>, United States, <b>CES SA</b><br>148 064.0"
Feb 2018,US_N_CES_SA,US,N,CES,SA,dmm,402,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2018</b>, United States, <b>CES SA</b><br>402.0"
Mar 2018,US_N_CES_SA,US,N,CES,SA,lvl,148289,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2018</b>, United States, <b>CES SA</b><br>148 289.0"
Mar 2018,US_N_CES_SA,US,N,CES,SA,dmm,225,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2018</b>, United States, <b>CES SA</b><br>225.0"
Apr 2018,US_N_CES_SA,US,N,CES,SA,lvl,148468,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2018</b>, United States, <b>CES SA</b><br>148 468.0"
Apr 2018,US_N_CES_SA,US,N,CES,SA,dmm,179,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2018</b>, United States, <b>CES SA</b><br>179.0"
May 2018,US_N_CES_SA,US,N,CES,SA,lvl,148801,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2018</b>, United States, <b>CES SA</b><br>148 801.0"
May 2018,US_N_CES_SA,US,N,CES,SA,dmm,333,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2018</b>, United States, <b>CES SA</b><br>333.0"
Jun 2018,US_N_CES_SA,US,N,CES,SA,lvl,148984,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2018</b>, United States, <b>CES SA</b><br>148 984.0"
Jun 2018,US_N_CES_SA,US,N,CES,SA,dmm,183,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2018</b>, United States, <b>CES SA</b><br>183.0"
Jul 2018,US_N_CES_SA,US,N,CES,SA,lvl,149050,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2018</b>, United States, <b>CES SA</b><br>149 050.0"
Jul 2018,US_N_CES_SA,US,N,CES,SA,dmm,66,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2018</b>, United States, <b>CES SA</b><br>66.0"
Aug 2018,US_N_CES_SA,US,N,CES,SA,lvl,149269,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2018</b>, United States, <b>CES SA</b><br>149 269.0"
Aug 2018,US_N_CES_SA,US,N,CES,SA,dmm,219,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2018</b>, United States, <b>CES SA</b><br>219.0"
Sep 2018,US_N_CES_SA,US,N,CES,SA,lvl,149326,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2018</b>, United States, <b>CES SA</b><br>149 326.0"
Sep 2018,US_N_CES_SA,US,N,CES,SA,dmm,57,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2018</b>, United States, <b>CES SA</b><br>57.0"
Oct 2018,US_N_CES_SA,US,N,CES,SA,lvl,149471,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2018</b>, United States, <b>CES SA</b><br>149 471.0"
Oct 2018,US_N_CES_SA,US,N,CES,SA,dmm,145,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2018</b>, United States, <b>CES SA</b><br>145.0"
Nov 2018,US_N_CES_SA,US,N,CES,SA,lvl,149573,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2018</b>, United States, <b>CES SA</b><br>149 573.0"
Nov 2018,US_N_CES_SA,US,N,CES,SA,dmm,102,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2018</b>, United States, <b>CES SA</b><br>102.0"
Dec 2018,US_N_CES_SA,US,N,CES,SA,lvl,149821,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2018</b>, United States, <b>CES SA</b><br>149 821.0"
Dec 2018,US_N_CES_SA,US,N,CES,SA,dmm,248,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2018</b>, United States, <b>CES SA</b><br>248.0"
Jan 2019,US_N_CES_SA,US,N,CES,SA,lvl,150100,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2019</b>, United States, <b>CES SA</b><br>150 100.0"
Jan 2019,US_N_CES_SA,US,N,CES,SA,dmm,279,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2019</b>, United States, <b>CES SA</b><br>279.0"
Feb 2019,US_N_CES_SA,US,N,CES,SA,lvl,150124,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2019</b>, United States, <b>CES SA</b><br>150 124.0"
Feb 2019,US_N_CES_SA,US,N,CES,SA,dmm,24,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2019</b>, United States, <b>CES SA</b><br>24.0"
Mar 2019,US_N_CES_SA,US,N,CES,SA,lvl,150348,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2019</b>, United States, <b>CES SA</b><br>150 348.0"
Mar 2019,US_N_CES_SA,US,N,CES,SA,dmm,224,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2019</b>, United States, <b>CES SA</b><br>224.0"
Apr 2019,US_N_CES_SA,US,N,CES,SA,lvl,150636,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2019</b>, United States, <b>CES SA</b><br>150 636.0"
Apr 2019,US_N_CES_SA,US,N,CES,SA,dmm,288,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Apr 2019</b>, United States, <b>CES SA</b><br>288.0"
May 2019,US_N_CES_SA,US,N,CES,SA,lvl,150713,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2019</b>, United States, <b>CES SA</b><br>150 713.0"
May 2019,US_N_CES_SA,US,N,CES,SA,dmm,77,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>May 2019</b>, United States, <b>CES SA</b><br>77.0"
Jun 2019,US_N_CES_SA,US,N,CES,SA,lvl,150843,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2019</b>, United States, <b>CES SA</b><br>150 843.0"
Jun 2019,US_N_CES_SA,US,N,CES,SA,dmm,130,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jun 2019</b>, United States, <b>CES SA</b><br>130.0"
Jul 2019,US_N_CES_SA,US,N,CES,SA,lvl,150921,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2019</b>, United States, <b>CES SA</b><br>150 921.0"
Jul 2019,US_N_CES_SA,US,N,CES,SA,dmm,78,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jul 2019</b>, United States, <b>CES SA</b><br>78.0"
Aug 2019,US_N_CES_SA,US,N,CES,SA,lvl,151081,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2019</b>, United States, <b>CES SA</b><br>151 081.0"
Aug 2019,US_N_CES_SA,US,N,CES,SA,dmm,160,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Aug 2019</b>, United States, <b>CES SA</b><br>160.0"
Sep 2019,US_N_CES_SA,US,N,CES,SA,lvl,151244,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2019</b>, United States, <b>CES SA</b><br>151 244.0"
Sep 2019,US_N_CES_SA,US,N,CES,SA,dmm,163,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Sep 2019</b>, United States, <b>CES SA</b><br>163.0"
Oct 2019,US_N_CES_SA,US,N,CES,SA,lvl,151337,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2019</b>, United States, <b>CES SA</b><br>151 337.0"
Oct 2019,US_N_CES_SA,US,N,CES,SA,dmm,93,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Oct 2019</b>, United States, <b>CES SA</b><br>93.0"
Nov 2019,US_N_CES_SA,US,N,CES,SA,lvl,151589,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2019</b>, United States, <b>CES SA</b><br>151 589.0"
Nov 2019,US_N_CES_SA,US,N,CES,SA,dmm,252,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Nov 2019</b>, United States, <b>CES SA</b><br>252.0"
Dec 2019,US_N_CES_SA,US,N,CES,SA,lvl,151789,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2019</b>, United States, <b>CES SA</b><br>151 789.0"
Dec 2019,US_N_CES_SA,US,N,CES,SA,dmm,200,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Dec 2019</b>, United States, <b>CES SA</b><br>200.0"
Jan 2020,US_N_CES_SA,US,N,CES,SA,lvl,152128,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2020</b>, United States, <b>CES SA</b><br>152 128.0"
Jan 2020,US_N_CES_SA,US,N,CES,SA,dmm,339,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Jan 2020</b>, United States, <b>CES SA</b><br>339.0"
Feb 2020,US_N_CES_SA,US,N,CES,SA,lvl,152504,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2020</b>, United States, <b>CES SA</b><br>152 504.0"
Feb 2020,US_N_CES_SA,US,N,CES,SA,dmm,376,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Feb 2020</b>, United States, <b>CES SA</b><br>376.0"
Mar 2020,US_N_CES_SA,US,N,CES,SA,lvl,151006,United States,Establishment survey (thousands of jobs),CES,Establishment survey (thousands of jobs),"<b>Mar 2020</b>, United States, <b>CES SA</b><br>151 006.0"
